GO:0002842	19,512,2385,3465,4399,9532,
GO:0032733	19,96,148,489,793,
GO:0043032	19,56,1160,1517,2787,4575,
GO:0048291	19,110,168,882,1414,2337,6609,9023,
GO:0070125	19,21,328,1789,3153,8526,9397,
GO:0045116	19,170,1504,3445,4508,5034,5043,5294,5647,
GO:0007174	118,1033,9036,
GO:0032055	19,1182,
GO:0032057	19,294,3597,6950,
GO:0043555	19,213,2368,
GO:0043558	19,40,77,117,641,2804,3519,5453,6798,7591,
GO:0030575	19,21,370,536,2738,4923,
GO:0035063	19,73,135,183,1076,2631,5477,5512,7113,
GO:0045070	19,112,191,358,
GO:0051568	7,19,1146,6047,
GO:0030263	2066,9296,
GO:0045091	19,27,740,2381,5423,
GO:0045870	19,866,7495,8390,
GO:0070683	19,73,139,186,319,853,3609,3670,10018,
GO:0090031	19,127,159,182,660,867,1472,4809,
GO:0006599	19,617,3104,
GO:0006600	184,193,2217,
GO:0006422	19,55,56,73,124,512,729,1212,3590,4560,
GO:0032008	19,231,1275,2347,3467,3639,
GO:0035519	19,40,338,1652,4803,5486,
GO:0044314	4,442,1296,1826,4549,5378,6366,6621,
GO:0072383	19,142,663,940,1097,1237,3047,5540,
GO:0072386	19,73,263,266,
GO:0035278	21,274,314,2563,3945,
GO:0040033	19,224,231,234,343,1405,2627,4553,
GO:0045974	19,225,578,1086,
GO:0051645	19,638,3968,4979,
GO:0016082	278,4304,4589,
GO:0016191	19,867,1111,1341,1704,2312,2929,3411,4015,7082,7811,
GO:0048260	19,915,2238,
GO:0072319	19,21,55,251,1239,4807,5543,7451,
GO:0016553	19,126,624,842,1087,1228,1829,7215,
GO:0016554	19,253,287,3382,4260,8006,8452,
GO:0016556	19,245,357,2534,5026,5222,
GO:0035507	19,2810,
GO:0051665	19,21,39,40,127,1652,7057,
GO:0051156	19,20,360,2892,4516,
GO:0010610	19,938,2441,6275,7003,
GO:0070934	19,87,
GO:0001660	81,208,280,845,2599,
GO:0031649	19,253,355,1135,1770,2223,
GO:0000303	19,302,2536,3378,3415,
GO:0000305	19,118,358,2689,3355,
GO:0006568	19,110,297,401,
GO:0006586	1971,
GO:0010273	19,647,2555,
GO:0019430	19,568,2526,
GO:0042414	14,19,56,302,311,1600,2217,6098,8769,9521,
GO:0042428	19,184,291,914,1417,
GO:0042430	19,56,110,326,980,2579,2689,
GO:0048553	173,386,1598,1688,3320,3649,9579,
GO:0051541	355,820,
GO:0051542	19,327,685,964,3978,4245,6980,9863,9934,
GO:0071450	19,44,908,3058,3388,4678,
GO:0071451	19,94,968,1234,7146,
GO:0043153	19,77,4041,7339,
GO:0045576	19,683,3762,
GO:0032790	19,852,3264,4988,5337,
GO:0032988	19,1681,
GO:0000237	19,1034,5058,5108,6658,
GO:0045986	7,19,2724,6509,
GO:0052551	19,56,79,136,309,1587,2972,9958,
GO:0052564	19,109,5453,
GO:0052565	19,43,191,450,1272,3538,4681,7691,7871,8755,
GO:0052572	19,
GO:0060087	19,313,1101,3282,3798,4295,7254,
GO:0061013	19,292,570,2551,4382,
GO:2000622	19,21,43,238,400,1429,3023,5865,8308,
GO:2000623	19,2746,7636,9043,
GO:0030865	19,191,319,695,
GO:0030866	19,56,158,306,
GO:0051961	21,224,2935,3829,
GO:0051964	19,61,300,5790,
GO:0045299	19,73,266,894,2356,2698,
GO:0050910	19,695,1680,6456,8032,
GO:0006424	19,166,300,2435,5712,9422,
GO:0006433	19,140,240,1080,1110,4156,5037,5657,
GO:0045586	19,216,1659,2546,2917,
GO:0045588	3,19,
GO:0046643	19,122,784,862,2680,5734,
GO:0046645	19,69,175,1182,1880,2301,2408,2555,2817,2888,
GO:0050857	19,1171,
GO:0050862	19,49,1482,7074,9133,9376,
GO:0070472	19,982,2203,7742,
GO:0070474	19,20,355,1878,3014,3413,3502,8178,
GO:0090083	19,318,330,1409,2952,
GO:0090084	16,19,61,142,213,1352,3655,
GO:0015701	19,44,253,2266,
GO:0015705	19,54,506,1321,2108,
GO:0030321	19,140,142,271,3600,3791,4402,6145,6159,7741,
GO:0070633	7,19,56,86,112,1240,1329,1700,
GO:0001539	19,621,636,638,1767,
GO:0002318	19,43,144,1061,1823,1902,2515,5023,6637,
GO:0002572	19,86,127,193,7758,9690,
GO:0035459	19,89,593,636,896,1729,3884,4469,8479,
GO:0051105	19,55,5550,9120,
GO:0051106	19,61,658,1554,1742,1846,2591,3029,9740,
GO:0032377	62,302,1448,2578,2814,8148,
GO:0032380	19,68,129,355,828,1455,4365,5480,6513,6677,7470,7694,8675,
GO:0032383	19,220,1906,2250,7633,8505,
GO:0007007	19,21,943,1723,3672,5582,
GO:0008053	19,2990,3320,4104,
GO:0019896	19,992,2480,2889,
GO:0034204	6,19,73,301,1752,2144,2468,4352,
GO:0045332	19,302,307,1475,4219,5359,8797,
GO:0097035	19,115,126,317,1829,5538,6278,
GO:0015910	7,19,78,689,815,820,1666,2972,3510,8068,9996,
GO:0070816	83,1230,1332,2271,6226,8047,
GO:0015700	19,73,830,1000,1641,3171,4047,6391,8034,
GO:0070159	19,506,642,765,1033,6983,8046,8603,9565,
GO:0046784	16,19,22,263,2336,
GO:0014852	55,309,1254,3859,6192,6556,8629,9618,
GO:0014853	19,55,252,358,
GO:0008210	19,232,375,594,1488,3694,
GO:0034754	19,191,347,480,1780,
GO:0035790	19,307,1406,5816,6920,9241,
GO:0061298	19,112,169,672,1233,2681,9748,
GO:0000413	19,466,
GO:0018208	19,676,1614,6115,
GO:0021957	19,124,3444,5260,6569,7415,
GO:0043266	19,20,300,682,910,1392,2131,3610,
GO:0043268	19,110,533,688,897,1394,
GO:0071804	19,191,1955,2801,
GO:0071805	19,144,
GO:0003057	19,169,429,882,
GO:0003108	19,20,716,1078,4952,8637,
GO:0033605	19,1264,3942,
GO:0015893	19,5332,
GO:0042908	19,507,2115,3470,3814,7920,
GO:0046618	19,106,257,709,6625,6966,
GO:0051459	19,345,3072,4871,6765,
GO:0051461	14,19,118,258,261,317,630,731,1522,2018,4321,5312,8626,9631,
GO:0008089	19,1255,5552,6882,
GO:0045357	19,149,283,901,1653,3073,3141,
GO:0045359	19,142,307,692,2259,6480,
GO:0006428	19,193,848,4549,9393,
GO:0016056	19,99,233,249,320,1547,1563,4064,4102,7672,8167,
GO:0022400	19,82,85,676,708,4030,5474,10008,10161,
GO:0008582	19,151,278,677,983,2320,3654,4961,5313,
GO:0030949	19,157,236,2243,
GO:0007260	302,2796,4947,
GO:0008636	19,21,112,126,127,775,2837,5251,8113,8215,
GO:0030041	19,3103,
GO:0035406	19,213,370,784,
GO:0035409	19,73,79,111,191,442,1118,1184,1697,2687,3452,9592,
GO:0042977	19,961,1685,1882,6206,
GO:0051770	19,20,100,2829,5988,
GO:0060399	19,116,191,636,1234,1836,3014,5891,
GO:0061014	19,955,1389,1700,1970,2477,4234,4724,5833,7268,
GO:0000380	56,7039,
GO:0071985	19,61,73,225,680,704,1097,3186,
GO:0001550	19,154,178,531,658,709,716,2726,2910,4924,8856,
GO:0022605	19,21,304,2174,5173,
GO:0048165	19,112,266,643,820,1547,1769,2654,3519,4699,9536,
GO:0046834	19,191,335,571,3087,
GO:0046854	19,56,124,621,1087,
GO:0006198	19,20,1119,1761,2206,4873,
GO:0009214	19,73,621,1725,
GO:0046069	19,411,1001,1131,1806,1968,7783,
GO:0003333	19,266,1086,2973,5599,
GO:0006853	730,
GO:0015838	19,73,251,500,1018,1771,2774,4060,
GO:0015879	19,1468,2573,5885,
GO:0008614	19,100,328,2517,6614,6849,8453,
GO:0008615	16,19,227,1184,1553,3356,7806,
GO:0009110	19,69,307,1303,1533,1813,
GO:0009443	19,219,465,1024,1059,1252,2632,
GO:0042364	19,266,667,1681,5831,6409,
GO:0042816	19,40,44,828,2711,5536,
GO:0042819	19,233,1486,2626,3149,7778,
GO:0042822	19,2193,2194,4446,7602,10040,
GO:0042823	19,183,225,758,1072,1487,1758,3546,8742,9070,
GO:0006749	19,311,997,1045,3873,
GO:0006750	137,521,
GO:0007100	3850,9392,9513,10028,
GO:0006188	16,19,469,1043,4851,
GO:0006189	19,115,219,660,5446,
GO:0009127	19,451,
GO:0009156	19,20,143,661,
GO:0009168	19,20,99,307,644,
GO:0046040	19,362,1439,2625,5339,
GO:0051026	19,127,193,2699,2877,
GO:0007135	19,21,193,302,450,1028,4876,8159,
GO:0007136	19,309,360,2787,8259,
GO:0030382	19,193,638,1268,3638,4020,5594,7270,7669,
GO:0048240	126,329,438,1018,2803,5102,
GO:0006020	19,295,945,3155,3569,
GO:0001961	19,175,193,803,813,2457,3170,4923,
GO:0045625	7,19,58,1274,1323,1418,6232,6868,
GO:0045627	1215,1448,4068,4536,6388,
GO:0070391	19,1067,1104,2261,2689,3889,
GO:0070673	19,94,130,358,652,882,1069,1175,2297,4877,7026,7980,9176,
GO:0071223	69,135,325,374,5465,
GO:0071224	19,110,184,327,1754,6636,
GO:0007066	19,684,1112,2416,2798,3567,4706,8260,
GO:0016584	124,359,2699,5842,6532,
GO:0060996	19,178,3377,4063,4407,
GO:0010107	44,309,364,
GO:0042670	22,191,1346,3209,3769,
GO:0046549	249,980,
GO:0060219	246,401,2722,6271,
GO:0006003	19,715,
GO:0006089	14,19,21,124,193,442,5629,6120,7362,
GO:0005997	19,45,193,1864,1934,2438,5516,
GO:0005998	19,21,611,2239,4213,6010,
GO:0019321	19,24,106,1856,2346,
GO:0019323	19,53,122,3105,4115,8164,9182,
GO:0042732	7,19,114,470,1131,3211,6144,7511,
GO:0032509	19,21,251,1914,2835,3444,6532,9298,
GO:0032510	19,117,118,164,277,560,1505,2702,5419,
GO:0045022	49,58,330,1738,
GO:0031122	19,233,696,739,
GO:0051013	19,1485,3201,6935,
GO:0000354	19,73,515,2514,4676,8244,
GO:0045292	19,1131,1483,3117,3841,4558,5046,
GO:0070681	19,55,73,4429,6129,
GO:0001523	19,230,1039,1073,
GO:0006721	355,
GO:0006775	17,19,149,193,251,1544,1734,
GO:0006776	19,859,
GO:0016101	19,94,286,
GO:0042572	19,112,178,325,1764,2807,
GO:0007185	19,21,141,156,170,914,1151,1702,1945,2919,4900,
GO:0007614	19,253,266,
GO:0060281	19,267,331,681,709,778,8899,
GO:0060282	19,94,685,1604,1684,2735,3263,5809,7043,8829,
GO:0006855	19,512,4717,7604,
GO:0009372	0,18,19,73,142,420,1618,4195,7079,8153,9096,
GO:0048874	19,21,56,1508,3502,9771,
GO:0052097	55,884,
GO:0052106	19,6231,
GO:0060456	19,850,
GO:0060730	19,301,302,1014,1488,
GO:0060731	16,19,56,225,1046,2529,9512,
GO:0070715	19,268,302,405,905,4970,6088,6229,8894,9229,9615,9919,
GO:0018192	7,79,533,1082,1134,1929,5109,6058,7101,8091,8640,
GO:0018307	19,1117,1237,1243,2196,3272,5890,9072,
GO:0006911	19,94,125,191,1117,1516,2369,5115,6407,
GO:0032488	55,257,1302,2179,4750,9125,
GO:0032611	114,1544,2570,2799,5867,
GO:0032612	266,438,1028,1936,
GO:0034380	19,231,704,2547,
GO:0038027	19,249,331,1429,1611,2390,5703,
GO:0050663	19,56,342,
GO:0050701	19,1413,2852,6757,
GO:0050702	19,4467,
GO:0060155	19,228,266,440,611,2742,4408,
GO:0006537	19,20,55,224,695,869,4173,6908,8044,9084,
GO:0006166	19,307,342,720,980,1441,1756,3638,
GO:0006168	19,109,400,
GO:0006177	19,308,3047,
GO:0006178	142,672,849,1837,2027,2378,7390,
GO:0007625	19,815,2356,4295,4744,
GO:0009113	19,131,315,320,335,841,
GO:0019835	19,224,1496,
GO:0021756	19,243,300,387,3371,
GO:0032261	19,79,99,3461,
GO:0032263	19,2778,7114,
GO:0032264	19,24,1183,2827,6046,6638,6658,9118,
GO:0042053	19,94,468,
GO:0043096	19,191,710,884,1165,1194,1385,1485,1714,4165,6262,
GO:0043101	19,2125,4531,7056,
GO:0043103	19,523,1265,1362,6351,
GO:0043173	19,259,743,
GO:0045915	19,126,233,247,1977,5513,
GO:0045964	19,49,593,3324,
GO:0046037	19,130,355,1075,1559,1572,1836,2378,
GO:0046038	19,107,626,650,1125,2658,6028,6717,
GO:0046083	19,963,1080,1693,5438,
GO:0046084	19,21,253,3341,5719,
GO:0046098	19,3369,7194,7304,9340,
GO:0046099	19,44,79,124,138,157,1112,2238,5673,8202,
GO:0046100	53,231,638,896,2943,2978,3229,
GO:0046101	19,191,355,2635,4801,6414,
GO:0046112	19,307,1494,2689,3035,3411,
GO:0060700	19,400,2945,3738,5876,
GO:0035405	127,1785,3920,5395,6084,
GO:0035408	19,21,742,778,1655,6717,7840,
GO:0006933	140,347,828,3014,3760,4240,9860,
GO:0006603	19,135,183,191,355,1101,4746,
GO:0042396	360,606,1097,1758,2410,2795,7442,8724,
GO:0046314	19,313,638,731,772,2427,4560,8307,
GO:0006014	19,301,384,710,2259,2561,3118,
GO:0006015	278,709,945,2916,3048,4077,4152,7661,
GO:0019302	19,1142,1158,3987,
GO:0019322	19,894,1151,1209,1830,2269,2726,3095,3803,5332,10048,
GO:0019693	19,1783,2626,
GO:0046390	247,402,465,1229,1468,1567,2999,
GO:0046391	19,68,301,562,861,2061,5007,6451,
GO:0002279	19,469,
GO:0002349	7,261,1070,
GO:0002441	19,43,249,1429,4678,
GO:0002444	19,56,191,486,1677,2077,
GO:0002448	19,533,
GO:0002532	19,413,877,1050,1572,3887,
GO:0002553	201,3428,
GO:0043299	19,2196,
GO:0043303	19,163,224,1232,
GO:0060252	7,19,231,235,591,897,1118,4680,4825,5253,
GO:0060368	4,19,625,
GO:0060369	19,73,370,819,5163,
GO:0070445	19,191,676,850,1981,2869,3182,
GO:0070447	19,140,1341,2335,7702,8075,
GO:0006528	19,8493,
GO:0006529	73,409,1293,1874,6469,7143,7395,
GO:0014812	19,73,253,257,400,414,696,934,2735,3217,7414,
GO:0048012	19,21,325,404,1893,2677,3369,
GO:0051450	19,99,129,778,
GO:0071243	19,118,127,159,1532,2231,2479,
GO:0010966	19,73,355,807,890,1955,1981,3649,4017,4231,7293,
GO:0014909	19,173,1560,2404,
GO:0071670	19,56,3014,7230,8576,8716,
GO:0007137	19,485,1435,4134,7366,8169,9041,9437,9837,9903,
GO:0035038	19,860,2379,4918,5914,6758,7226,7284,
GO:0060283	19,416,1879,6927,9171,9559,
GO:0060631	19,238,790,935,5036,6343,
GO:0032486	19,533,1151,4434,4777,
GO:0035234	19,73,1634,3153,3627,6633,
GO:0002886	19,142,
GO:0043300	19,308,335,347,394,1243,1758,1941,
GO:0043301	49,2993,3575,4406,
GO:0043313	19,278,307,330,738,1209,1632,
GO:0043314	19,214,1618,2573,
GO:0006107	19,249,2144,2758,4117,4170,
GO:0033623	19,20,21,55,1078,1500,3239,4267,
GO:0033625	19,40,158,677,1476,1837,2345,6667,6804,
GO:0042866	19,61,124,6154,7101,
GO:0031247	40,266,2464,6171,7877,
GO:0033198	3,19,21,178,278,549,663,697,829,842,3633,
GO:0071318	99,124,249,
GO:0010815	19,24,130,312,880,1084,1430,2222,2394,4048,7009,7630,
GO:0042447	19,73,278,2293,5864,
GO:0043171	19,54,517,854,2233,6001,
GO:0006542	19,309,378,955,970,3978,6236,6714,
GO:0070296	19,79,664,2077,2727,3935,4953,5532,5571,8177,
GO:0006926	19,162,634,1041,5733,8526,
GO:0020012	19,142,1778,2978,3566,6180,10191,
GO:0030682	19,255,767,1097,4023,
GO:0030683	19,124,7380,7534,
GO:0033688	21,127,
GO:0033689	19,61,1415,1893,2129,6658,9598,
GO:0051805	19,173,400,409,714,1136,7240,9113,
GO:0051807	73,5810,6107,8728,
GO:0031338	19,182,184,328,879,3011,
GO:0031630	225,330,390,611,884,1559,3818,10104,
GO:0048790	19,184,278,309,347,939,7860,
GO:0050975	19,2909,5436,7483,
GO:0051096	325,688,766,1921,2381,
GO:0006233	19,224,3632,
GO:0009139	19,191,251,640,4380,5787,
GO:0009189	19,708,4364,
GO:0009196	19,1343,2787,3239,4532,6128,
GO:0009197	19,191,1869,4050,4462,4974,
GO:0046072	19,259,358,844,1533,2366,4124,5076,
GO:0046940	18,19,21,122,126,763,1052,1175,2811,7357,9614,
GO:0000291	5953,
GO:0043928	19,56,183,307,
GO:0007320	19,142,709,1785,3218,
GO:0007620	19,419,516,1113,1533,
GO:0032924	19,1242,2100,2467,3047,3166,
GO:0042713	19,68,137,370,2265,2962,3062,
GO:0043084	19,21,970,1924,2817,3152,3540,3707,3786,3837,
GO:0060011	19,132,917,1653,3328,4006,
GO:0046092	19,42,276,1697,3188,6325,7343,9265,
GO:0046125	21,1191,1510,3043,7644,
GO:0006207	19,236,961,4360,6510,9720,
GO:0019856	19,638,7650,
GO:0030316	19,124,3909,
GO:0060034	19,267,970,7398,9826,
GO:0060035	3,19,251,252,1532,9238,10103,
GO:0006222	19,73,214,1302,2618,6044,
GO:0009173	19,56,370,3522,8242,
GO:0009174	19,60,156,182,253,1778,2525,5633,
GO:0046049	19,126,137,215,231,731,
GO:0043950	19,2479,4549,4637,9136,
GO:0060408	19,545,793,3841,6577,
GO:0060409	169,405,807,1298,3082,3708,6403,7347,8484,
GO:0006167	19,266,2199,4924,7340,
GO:0007207	19,113,157,401,4577,
GO:0032957	19,418,1237,1691,1756,
GO:0006729	19,100,2340,
GO:0014916	19,30,73,531,1929,5626,6363,6967,
GO:0042416	19,168,3373,5231,
GO:0046146	19,
GO:0046654	19,168,3467,5867,
GO:0051066	127,143,297,773,778,
GO:0006072	135,136,730,747,
GO:0046167	14,19,1243,2235,
GO:0033211	19,124,286,884,2399,
GO:0042178	19,2000,2297,2950,5035,
GO:0035617	19,43,78,127,159,403,413,1834,10149,
GO:0015919	19,54,238,3414,6651,
GO:0030517	19,204,355,677,1517,4375,
GO:0048841	19,1073,2525,3566,7661,7867,
GO:0048843	19,158,1303,1508,
GO:0050922	64,1951,3360,
GO:0006580	19,2050,
GO:0006646	19,51,75,124,168,302,328,770,1178,3933,4013,4233,4375,
GO:0019695	19,20,2236,2876,3150,6265,
GO:0046335	19,21,73,231,1879,3449,
GO:0046337	7,19,142,145,361,1710,6860,
GO:0043129	19,819,1225,1233,1921,2103,4401,
GO:0048875	19,387,1114,3446,4908,
GO:0015870	19,191,1880,4618,5955,7139,8684,
GO:0001880	19,3423,3813,8145,8387,
GO:0021998	19,278,514,705,991,1226,1376,3042,5767,7029,8972,
GO:0048338	19,73,181,6630,9313,9772,
GO:0048352	220,343,709,4673,5494,5809,9670,9829,10023,
GO:0048368	19,167,266,300,615,2664,6461,
GO:0060896	19,233,482,882,2866,
GO:0060897	860,1619,3450,4511,6121,6222,
GO:0001955	21,213,648,725,2127,2930,5001,
GO:0002649	19,21,95,112,326,394,2137,2495,4425,
GO:0002651	19,49,152,1559,4529,7912,
GO:0006426	173,388,742,866,1036,1786,3174,4214,
GO:0015956	19,215,262,319,409,747,
GO:0015957	19,61,193,282,2910,4650,5356,6573,7180,7220,7361,8641,9943,
GO:0015959	19,589,1923,1929,9560,
GO:0015960	19,212,4759,6238,6526,7031,
GO:0015965	124,139,253,255,310,2385,4765,5578,6843,8202,8675,
GO:0015966	7,19,1097,1376,1440,1565,4064,4914,7569,
GO:0001865	19,191,1404,
GO:0032609	19,2097,
GO:0032633	19,20,1346,2514,3504,6268,
GO:0002566	14,19,94,100,1212,
GO:0006311	19,39,871,1103,4235,5529,6637,9401,
GO:0010520	19,191,355,638,2302,7617,
GO:0016446	19,100,3172,
GO:0035822	19,61,79,178,308,1867,2335,4068,6133,
GO:0045128	19,3403,4186,4219,
GO:0045835	19,845,1857,4626,
GO:0001820	19,1559,3443,
GO:0006837	19,309,363,650,791,6484,7214,
GO:0015844	19,1126,1188,1536,7339,
GO:0032645	19,176,178,346,2217,2726,
GO:0032672	19,119,558,810,856,1018,3868,4578,
GO:0033003	14,19,86,96,124,264,359,6030,
GO:0033005	19,56,62,77,162,1137,1754,2040,2787,5459,
GO:0033006	1196,1201,1874,3516,5662,
GO:0033008	19,73,278,514,615,834,865,970,1669,2215,6203,
GO:0043302	19,124,191,1478,
GO:0043304	19,3236,
GO:0043306	19,251,280,757,984,8175,
GO:0043366	19,413,1151,2530,3635,7247,7262,7532,7818,
GO:0045399	19,43,702,822,1465,1621,3960,4515,5579,6647,7027,8040,8724,
GO:0045401	19,1208,1544,2784,6210,
GO:0045423	19,55,184,661,1618,4915,
GO:0045425	19,1155,
GO:0019852	19,110,220,5733,
GO:0051409	19,21,545,3623,4537,5544,
GO:0051900	19,94,1494,3351,5386,
GO:0032252	19,310,465,762,793,864,1078,1147,2688,
GO:0071109	19,54,55,347,9520,
GO:0015942	19,6046,6290,
GO:0006001	19,124,295,638,930,3290,4268,6427,6571,8332,9104,
GO:0009305	19,170,593,1028,2955,4428,6499,6500,
GO:0071110	19,255,1467,2395,8534,9456,9561,
GO:0001913	19,255,309,388,2534,3012,3174,5130,7531,
GO:0002323	19,33,963,1071,1898,2359,4564,8252,
GO:0043316	8,160,224,1070,1667,7249,
GO:0043320	7,19,2267,6424,
GO:0002730	19,404,523,1037,1139,9044,
GO:0002731	19,149,7041,7882,9978,
GO:0032695	19,476,1404,
GO:0042104	19,72,127,2514,
GO:0042506	19,24,99,184,325,363,1157,3192,8005,
GO:0045219	19,191,672,2506,
GO:0045221	39,312,372,742,927,1226,6689,7716,
GO:0045626	19,1168,3234,3467,6924,7239,
GO:0070669	19,130,2916,3759,6615,
GO:0071104	19,20,170,589,882,2572,2682,2952,3150,3996,7674,
GO:0070493	4,14,19,78,295,924,1440,1447,5315,
GO:0070528	19,96,179,217,3982,6618,
GO:0006101	19,963,
GO:0015936	19,178,355,1190,2222,
GO:0072350	19,115,122,191,464,805,
GO:0009240	19,2553,3008,4062,4351,6626,
GO:0019287	19,79,2094,3018,3898,
GO:0046490	19,109,193,483,650,1205,2699,
GO:0055075	19,44,335,2898,
GO:0032793	19,69,793,1563,3397,4551,7469,7818,
GO:0060997	19,692,1087,1898,2178,3037,4494,4524,6649,
GO:0097061	122,464,4679,5829,
GO:0006560	19,43,49,95,224,357,1573,3017,
GO:0006561	19,254,295,2411,
GO:0006175	19,528,877,1744,2826,3626,6284,8287,9212,
GO:0009151	19,57,404,1504,1844,4469,
GO:0009153	19,62,99,1097,2263,2890,
GO:0009200	19,24,46,61,140,231,921,1853,
GO:0009202	14,19,183,329,832,2711,4971,8511,
GO:0009215	19,112,
GO:0009216	19,107,127,905,1323,2921,9786,
GO:0046060	19,21,717,1652,4871,6039,6073,
GO:0032456	19,142,2546,2746,4369,
GO:0031268	486,4047,7938,
GO:0034418	19,150,191,252,6547,
GO:0048210	19,79,471,1589,1819,3769,3906,6095,
GO:0048261	16,19,123,302,363,795,
GO:0048227	19,94,1446,4794,
GO:0072659	19,21,514,
GO:0032707	19,355,2158,2895,2998,3510,5215,7391,
GO:0007288	19,21,892,1681,2238,6114,
GO:0009296	19,56,1254,
GO:0010845	19,9920,
GO:0035084	19,302,828,1605,8386,
GO:0043064	19,407,695,1852,3628,
GO:0009637	19,73,717,4619,
GO:0031914	19,24,191,266,367,1998,3948,3949,4164,4243,5126,6904,9158,
GO:0033136	19,73,222,329,
GO:0023021	19,124,200,325,4610,5736,6893,7418,7743,
GO:0032613	19,44,266,2753,4873,4961,
GO:0032615	19,589,600,959,1555,5155,6255,8096,9477,
GO:0042119	140,2203,2506,
GO:0060696	19,1104,6196,
GO:0060697	19,124,496,3199,3535,4982,5503,8334,
GO:0090153	19,22,301,1445,2386,8203,
GO:0090154	19,54,252,390,1181,1722,2356,5323,7344,8294,9974,
GO:2000303	5,19,64,126,225,778,1865,1886,4950,5472,6943,
GO:2000304	19,118,235,445,2312,3467,5385,7158,8265,
GO:2000752	9,122,189,297,700,1136,1155,4880,
GO:2000753	19,68,226,695,1429,2217,2773,4511,7336,9271,
GO:2000754	19,73,685,1856,4565,
GO:2000755	19,234,938,1276,2821,2870,3148,6314,8785,
GO:0046900	19,56,191,233,269,370,3011,3431,4202,6281,8643,9130,
GO:0046901	19,126,8421,8836,
GO:0000395	19,178,845,1763,3913,3914,4325,4514,4635,
GO:0018874	124,266,649,1205,1511,4686,5392,8055,
GO:0015937	19,61,212,266,866,2321,7667,
GO:0044268	389,398,7701,8129,
GO:0046317	1536,2953,5916,9274,9995,
GO:0046318	19,21,77,178,466,1276,2021,8430,8933,
GO:0090155	19,124,263,3602,10141,
GO:0032232	51,337,708,3463,
GO:0014912	3725,4239,
GO:0043206	19,94,130,280,2933,
GO:0032757	19,20,106,717,4872,5797,
GO:0070926	19,157,355,651,788,999,9195,9787,
GO:0032066	49,115,1346,4040,
GO:0040009	16,19,142,507,612,3074,5488,
GO:0007000	19,124,8949,
GO:0016074	19,225,723,2542,7920,
GO:0033979	19,130,501,984,1021,1086,1468,5445,7127,
GO:0060074	19,56,94,2070,4647,5865,7456,8083,9447,
GO:0043276	62,154,252,1388,3209,6355,8267,9200,
GO:0035407	19,142,325,705,1732,4562,7929,
GO:0009785	6,14,122,212,320,1132,1888,4260,
GO:0018298	19,56,692,
GO:0071483	19,191,293,1898,6507,
GO:0009120	19,56,270,308,1996,5746,
GO:0046070	19,302,871,2192,4463,6127,8875,9156,
GO:0046122	113,717,1324,2609,3109,4167,4655,6501,9966,
GO:2000369	19,124,126,256,348,
GO:0010501	19,501,2282,3990,6489,9307,
GO:0003085	19,264,363,454,703,856,1075,3780,
GO:0001579	19,61,233,729,1641,5559,8052,
GO:0006655	2393,2436,3518,4292,4620,
GO:0006658	19,56,73,633,1531,1544,2347,3334,7463,
GO:0006659	19,549,2361,
GO:0032048	19,55,129,238,494,893,1254,4338,6258,
GO:0032049	19,1685,2560,4908,6638,7671,
GO:0046471	19,76,600,1169,1399,3228,4230,
GO:0042268	19,149,278,1158,1473,3063,4712,5656,6231,
GO:0045919	19,46,55,2522,6438,7466,
GO:0042256	100,311,
GO:0032780	19,227,1268,5777,
GO:0046778	19,38,77,114,618,864,2284,7124,
GO:0071394	19,734,1618,2172,5151,9030,9435,9907,
GO:0060332	19,122,238,347,571,1647,5007,
GO:0060335	19,358,1140,1586,4951,8155,
GO:0060339	19,253,266,398,980,1530,4006,4802,7661,8297,9960,
GO:0060340	19,266,2773,2831,
GO:0070373	19,650,2195,2889,
GO:0001881	20,21,22,56,688,3280,
GO:0034643	19,321,1626,
GO:0047497	19,79,122,306,1330,2507,4587,5361,7481,
GO:0051654	19,73,435,820,1688,2915,5610,5750,
GO:0000957	19,2428,3219,4336,4676,6742,
GO:0000958	19,21,8234,
GO:0000960	19,253,1136,7724,
GO:0000962	19,348,
GO:0000963	19,49,73,920,3722,3753,5314,
GO:0000965	19,338,
GO:0070584	19,99,2182,2345,3277,5434,6044,7582,
GO:0070827	19,2598,3011,4155,4301,4981,
GO:0060147	43,955,1526,2275,3271,3298,4576,5038,
GO:0060149	19,21,127,159,306,
GO:0060964	19,49,266,311,685,1430,1887,4510,5587,
GO:0060965	19,2733,3912,
GO:0060966	19,174,2503,4531,5226,6077,6119,6360,
GO:0060967	19,109,300,308,5412,8367,9666,
GO:0000917	19,571,2322,3480,8579,
GO:0001774	73,517,1655,1708,1874,
GO:0002024	19,20,115,1852,2449,3188,
GO:0007635	19,3789,3860,4449,5382,6264,
GO:0014832	193,276,1226,5472,5698,
GO:0014848	1060,2203,
GO:0050951	16,21,118,130,820,7076,
GO:0050955	19,246,4917,5420,6928,
GO:0050968	19,125,142,2702,3403,5247,6402,8612,9647,9961,
GO:0060073	19,21,73,113,295,543,1429,3973,4092,
GO:0060083	19,54,2019,2258,3259,
GO:0060453	19,124,156,251,572,
GO:0060454	19,49,126,280,2278,2320,9018,
GO:0071502	19,525,
GO:0090210	19,223,3234,3483,
GO:0090212	19,325,911,926,1655,1786,2261,3900,8468,
GO:0006747	19,73,91,184,189,2646,8988,
